App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
"2Date Dating App, Love and matching","I like dating much. Different dating apps, members truly want make friends. The personal information users good detail, helps easily understand members. Functions interfaces dating simple, user friendly advertisement. It easy get start find someone chat directly. Users active serious, I met member similar interests values. We dinning offline sometimes joined activities others. I hope everyone make friends I find half ^^",Positive,0.1173611111111111,0.5214285714285715
"2Date Dating App, Love and matching",Am happy here. It s interesting. Hello friends I glad meet u all. Let s enjoy,Positive,0.55,0.75
"2Date Dating App, Love and matching",Well actually good ..but thing allowed match 30 day ..and plus filters country u want socialize .it happen randomly chosen,Positive,0.09999999999999998,0.55
"2Date Dating App, Love and matching","Nice~It many gals!! Users friendly, good dating app, much better others.",Positive,0.5890625,0.525
"2Date Dating App, Love and matching",Nice!! It attractive function.. Members friendly... Best choice meet new friends,Positive,0.6497727272727272,0.6509090909090909
"2Date Dating App, Love and matching","Nice! It attractive functions!! Users nice, feeling good it:)",Positive,0.71,0.9199999999999999
"2Date Dating App, Love and matching","Nice,it many function!! The best meet friend!",Positive,0.890625,0.4
"2Date Dating App, Love and matching",You can t chat girls without paying premium. Waste time,Negative,-0.2,0.0
"2Date Dating App, Love and matching",Chatting behind paywall. You re unable initiate conversations anyone without paying subscription fee.,Negative,-0.45,0.6
"2Date Dating App, Love and matching",Its hard send message likes me...its also worst site needs vip member send message...,Negative,-0.6458333333333334,0.7708333333333333
"2Date Dating App, Love and matching",Nice!! It many gals~ Users friendly~ It s great easy use(^_^),Positive,0.6091666666666666,0.7166666666666667
"2Date Dating App, Love and matching",Nice also users much friendly. Love,Positive,0.4916666666666667,0.7000000000000001
"2Date Dating App, Love and matching","If dont want spend money dating dont it, need make payment become VIP chat others.",Neutral,0.0,0.0
"2Date Dating App, Love and matching",Why cant reply message,Neutral,0.0,0.0
"2Date Dating App, Love and matching",nan,nan,nan,nan
"2Date Dating App, Love and matching",A good way start something different,Positive,0.35,0.6000000000000001
"2Date Dating App, Love and matching",Just nice sote focus wanted!,Positive,0.75,1.0
"2Date Dating App, Love and matching",Nice! It alot users,Positive,0.75,1.0
"2Date Dating App, Love and matching",Nice many people inside,Positive,0.55,0.75
"2Date Dating App, Love and matching",We can t even send messages anyone unless VIP Member.its purely business.,Positive,0.21428571428571427,0.5
"2Date Dating App, Love and matching",Can t receive email. And can t reply message,Neutral,0.0,0.0
"2Date Dating App, Love and matching","This app is worthy of praise, but still needs to work hard",Positive,0.020833333333333315,0.7708333333333333
"2Date Dating App, Love and matching","It’s so cool, it’s hard to use it, it’s hard for you.",Negative,-0.07777777777777779,0.5777777777777778
"2Date Dating App, Love and matching",Nice! many members! I like it=),Positive,0.625,0.8333333333333334
"2Date Dating App, Love and matching","Not good, even simplest messages function needs VIP",Negative,-0.35,0.6000000000000001
"2Date Dating App, Love and matching",Does necassary vip members sent message others?,Neutral,0.0,0.0
"2Date Dating App, Love and matching",lots fake account....,Negative,-0.5,1.0
"2Date Dating App, Love and matching",Really worth a try dating platform ~ good quality ~~,Positive,0.5,0.35000000000000003
"2Date Dating App, Love and matching",Nice app... People friendly... Like it...,Positive,0.4875,0.75
"2Date Dating App, Love and matching","Nice, many members!! Users active. It s great easy use.",Positive,0.49625,0.7366666666666667
"2Date Dating App, Love and matching",It s OK easy access,Positive,0.4666666666666667,0.6666666666666667
"2Date Dating App, Love and matching",Vosan wong,Neutral,0.0,0.0
"2Date Dating App, Love and matching","Nice!! It many gals, users friendly! Well designed easy ^_^",Positive,0.5848958333333334,0.7083333333333334
"2Date Dating App, Love and matching",nan,nan,nan,nan
"2Date Dating App, Love and matching",This perfect,Positive,1.0,1.0
2GIS: directory & navigator,"Thanks lot excellent map ""2gis"". I love it, like much...... It s working well, even without data connection; that s helpful people. Go ahead, keep us.",Positive,0.475,0.49999999999999994
2GIS: directory & navigator,"The application very much helps out when there is no connection to Wi-Fi. In addition, the route is total. transport in the city is a huge plus.",Positive,0.22000000000000006,0.6366666666666667
2GIS: directory & navigator,Very good app. You get lost anywhere.,Positive,0.9099999999999999,0.7800000000000001
2GIS: directory & navigator,"Not showing easily fastest routes United Arab Emirates , taking longitudes, latitude s map coordination inputs every location UAE United Arab Emirates need update maps latest 3D UPDATED STREET NAME, AREA LOCATION, poi, restaurant, hotel s, Atm",Positive,0.4666666666666667,0.8666666666666667
2GIS: directory & navigator,"It useful find offices places UAE, Love offline facility.",Positive,0.4,0.3
2GIS: directory & navigator,Love cause always gives date information really useful,Positive,0.4,0.3
2GIS: directory & navigator,"A lot of intrusive advertising and suggestions, invitations- become an agent or a photographer.",Neutral,0.0,0.0
2GIS: directory & navigator,"I ask to add the opportunity to watch where some buses are currently online (that is, displayed as in Yandex transport)",Neutral,0.0,0.4
2GIS: directory & navigator,Increase the launch speed on weak devices.,Negative,-0.375,0.625
2GIS: directory & navigator,Need improve lot location search suggestions,Neutral,0.0,0.0
2GIS: directory & navigator,I like map show abu dhabi I want add abu Dhabi also possible,Neutral,0.0,1.0
2GIS: directory & navigator,"Previously, the application was eating less battery, now the consumption is estimated by the phone as high intensive",Negative,-0.05777777777777777,0.2577777777777777
2GIS: directory & navigator,I moved to another city without knowing the areas. Everywhere this application helps out.,Neutral,0.0,0.0
2GIS: directory & navigator,Making life easy thanks lot 2GIS!!!,Positive,0.4119791666666667,0.5166666666666667
2GIS: directory & navigator,It s useful Its helping always find location,Positive,0.3,0.0
2GIS: directory & navigator,Nothing,Neutral,0.0,0.0
2GIS: directory & navigator,I wish maps countries around world.,Neutral,0.0,0.0
2GIS: directory & navigator,Already a couple of weeks is very buggy! What happened then. Everything happens slowly with delay. Or even hang.,Negative,-0.025000000000000022,0.35
2GIS: directory & navigator,"A good application, but you need to work with updates, for example an object is built, but you do not have it there",Positive,0.7,0.6000000000000001
2GIS: directory & navigator,The really good offline navigation. Iam visit visa Dubai helped lot navigation searching jobs. As feedback would like developers knows developmental activities routes changed also stops changed please update it.,Positive,0.7,0.6000000000000001
2GIS: directory & navigator,"I think it d great u add notifications app. ex. there s one/two busstops till destination point. people could leave open, without checking watching way again. like I it, little paranoid scared miss stop",Positive,0.2041666666666667,0.5833333333333334
2GIS: directory & navigator,"The application is very healthy, but I do not know how much the application has started to hang constantly and fly out. Very often a white screen just appears and the application hangs.",Positive,0.30833333333333335,0.3972222222222222
2GIS: directory & navigator,"Everything was fine, then for some reason you stopped updating the maps. For example, at the Exhibition of Economic Achievements for a long time there is a repair and postponed the transfer, I was hoping that the July update will fix, but, no, nothing happened.",Positive,0.18888888888888888,0.3666666666666667
2GIS: directory & navigator,Yesterday tooks wrong location going meeting. Meeting got canceled delay reach right place. In Al Quoz Dubai,Negative,-0.10714285714285715,0.7178571428571429
2GIS: directory & navigator,"Thank app. I often different cities I go. Please, add Tashkent city. This capital Uzbakistant.",Neutral,0.0,0.6
2GIS: directory & navigator,This good people send what s working plz check,Positive,0.7,0.6000000000000001
2GIS: directory & navigator,Awesommmmmmmmmm app.. Jst dwnld nd njy.. We nt get trapped anywhr.. Pakka,Negative,-0.2,0.0
2GIS: directory & navigator,"I always use the application, I think that the most convenient interface from all offline maps, but was very surprised that I did not find in the list of cities in Minsk. I had to download the competitor application.",Positive,0.315,0.75
2GIS: directory & navigator,BEST I HAVE EVER USED IN OFFLINE MODE IT WORKS VERY WELL IN OFFLINE MODE IN UAE,Positive,0.6,0.3
2GIS: directory & navigator,Constantly flies. It is impossible to use. Samsung galaxy note 4,Negative,-0.3333333333333333,0.6666666666666666
2GIS: directory & navigator,Amazing.. please add multiple destinations.,Positive,0.30000000000000004,0.45
2GIS: directory & navigator,"Cool prog, not just rescued",Positive,0.35,0.65
2GIS: directory & navigator,"For pedestrians, especially in a foreign city, I do not know the application better. But when you sit behind the wheel - the impression spoils. It is still convenient to find places in it, but do not go to them. Repeatedly the navigator offered me to roll up or turn around so I would be on the roadway of oncoming traffic. Not to mention the fact that the navigator sometimes offers dirt roads instead of normal ones. I spent the whole night at the track this winter.",Positive,0.02857142857142857,0.3714285714285714
2GIS: directory & navigator,"Disgusting. At first everything was fine, but then - I do not know what it is (the language does not turn to say ""applications"") pereklinilo, but I was offered twice the exact opposite route. Very much I do not advise IT to download, but if you dare - be ready instead of the right place to go to the ebony sure that you are going right.",Positive,0.1448095238095238,0.48036507936507933
2GIS: directory & navigator,"Best map Dubai, Sharjah, Ajman, please add Abu Dhabi, Ras-Al-khaima, Fujairah, Umm Al Qwain",Positive,1.0,0.3
2GIS: directory & navigator,It s useful without internet,Positive,0.3,0.0
2GIS: directory & navigator,Number aps world,Neutral,0.0,0.0
2GIS: directory & navigator,Always helps,Neutral,0.0,0.0
2GIS: directory & navigator,Amazing But also need location abu dhabi plzzzzz,Positive,0.6000000000000001,0.9
2GIS: directory & navigator,"For the icon, thank you!",Neutral,0.0,0.0
